Date,IAM,WAA,TIM,LES,ATH,ATW,MNG,CMA,ATL,ADH,BCP,TMA
6/29/2020,138.5,"3.740,0",,171.55,74,357,"1.068,00","1.765,00",74,7.76,223.7,"885,00"
6/30/2020,139,"3.743,0",,168,74,355.05,"1.056,00","1.740,00",76.5,7.5,223,"887,00"
7/1/2020,139,"3.840,0",,171.55,73.99,350.1,"1.098,00","1.741,00",77.5,7.21,222.9,"890,00"
7/2/2020,139.05,"3.841,0",,171,74.13,351.1,"1.090,00","1.750,00",78,7.2,219.9,"896,10"
7/3/2020,138,"3.753,0",,170,77.09,356,"1.075,00","1.726,00",77.03,7,221,"899,00"
7/6/2020,138,"3.780,0",,168.05,80,357,"1.089,00","1.750,00",76,7,222,"920,00"
7/7/2020,136.3,"3.904,0",,168.05,78.05,357,"1.132,00","1.750,00",76.9,7.15,223.7,"900,00"
7/8/2020,136.05,"3.919,0",,171,79.9,355.05,"1.177,00","1.750,00",76,7.16,221.5,"902,00"
7/9/2020,138,"3.810,0",,170,79,352.5,"1.140,00","1.770,00",77.3,7.25,220,"910,00"
7/10/2020,136.75,"3.900,0",,170,78.95,351.1,"1.170,00","1.770,00",77,7.22,220,"915,00"
7/13/2020,137.5,"3.950,0",,172.5,78.5,351,"1.156,00","1.770,00",77.5,7.08,221,"925,00"
7/14/2020,137.55,"3.950,0",,170,78.5,351.1,"1.154,00","1.770,00",78.7,7,221.55,"939,00"
7/15/2020,141.5,"4.010,0",,172,77.1,352,"1.150,00","1.770,00",78,7.12,222.05,"905,10"
7/16/2020,142.1,"3.980,0",,170,77.01,351.5,"1.150,00","1.775,00",78.5,7.16,223,"937,30"
7/17/2020,142,"4.040,0",,174,76.3,353,"1.150,00","1.770,00",78.5,7.18,223,"935,00"
7/20/2020,141.35,"3.905,0",,172,76,355.1,"1.141,00","1.780,00",78.5,7.1,223,"912,00"
7/21/2020,141.15,"3.950,0",,172,77.95,357,"1.149,00","1.770,00",77.5,7.01,223,"940,00"
7/22/2020,140,"4.050,0",,174,77.5,355,"1.149,00","1.790,00",78.5,6.9,223,"939,00"
7/23/2020,140.5,"3.861,0",,171.1,77.45,358,"1.186,00","1.795,00",79.5,6.97,223,"942,00"
7/24/2020,140.45,"4.000,0",,172.2,77.4,358,"1.218,00","1.793,00",80.5,7.11,227,"912,00"
7/27/2020,139.25,"3.800,0",,171.5,77.8,355,"1.222,00","1.785,00",81,7.05,229.8,"907,00"
7/28/2020,139.5,"3.870,0",,172,78,355.5,"1.213,00","1.780,00",78.6,7.06,229,"920,00"
7/29/2020,138.5,"3.990,0",,172.3,78.4,358,"1.190,00","1.785,00",79.5,6.92,227.8,"913,00"
8/3/2020,131.95,"3.999,0",,172.5,78.19,362,"1.190,00","1.790,00",80.5,6.74,226,"920,00"
8/4/2020,133.1,"3.900,0",,176.5,78.49,369.9,"1.200,00","1.795,00",79.9,6.74,226.3,"930,00"
8/5/2020,134.2,"3.950,0",,176,80,369,"1.215,00","1.790,00",80.5,6.8,228,"935,00"
8/6/2020,135,"3.866,0",,176.1,80.5,365.1,"1.200,00","1.790,00",80,6.78,227,"948,00"
8/7/2020,135,"4.097,0",,177.8,80.05,370,"1.200,00","1.820,00",79,6.87,228.15,"956,00"
8/10/2020,135.05,"4.342,0",,179.5,82.99,371.2,"1.228,00","1.820,00",80,6.6,229,"946,20"
8/11/2020,135.15,"4.400,0",,177.15,82.9,374.85,"1.250,00","1.830,00",79.95,6.66,233,"960,00"
8/12/2020,135,"4.450,0",,177.15,82.95,376,"1.299,00","1.820,00",80,6.68,234.9,"960,00"
8/13/2020,135.1,"4.480,0",,179.8,83,381,"1.270,00","1.825,00",80,6.68,232.5,"952,00"
8/17/2020,135.1,"4.300,0",,180,81,381.15,"1.271,00","1.835,00",79.98,6.61,232.5,"990,00"
8/18/2020,135.05,"4.450,0",,181,81,389,"1.306,00","1.845,00",79.98,6.68,229.45,"1.017,00"
8/19/2020,135.1,"4.300,0",,185,82,387.1,"1.314,00","1.870,00",80.99,6.6,228.5,"1.010,00"
8/24/2020,136.05,"4.199,0",,184,81,385,"1.333,00","1.858,00",80.8,6.62,225,"1.027,00"
8/25/2020,137.5,"4.270,0",,185,80.6,384.5,"1.300,00","1.840,00",80,6.69,229,"1.039,00"
8/26/2020,139,"4.014,0",,185.4,80.1,383.5,"1.351,00","1.868,00",81,6.86,225,"1.036,00"
8/27/2020,137.7,"4.050,0",,185.3,83.25,378.6,"1.375,00","1.840,00",81.9,6.81,225.65,"1.063,00"
8/28/2020,137,"4.245,0",,189,83,375,"1.379,00","1.875,00",80,6.6,234.65,"1.049,00"
8/31/2020,139.5,"4.015,0",,195,84.9,372.1,"1.347,00","1.843,00",80,6.5,234.9,"1.060,00"
9/1/2020,141,"4.010,0",,188.1,84,360.1,"1.351,00","1.815,00",82.5,6.5,236,"1.041,00"
9/2/2020,140.5,"4.015,0",,188.5,82.65,355.2,"1.384,00","1.841,00",82.5,6.42,232.5,"1.050,00"
9/3/2020,140.1,"3.900,0",,190,84.95,356.65,"1.360,00","1.879,00",82.5,6.43,233,"1.058,00"
9/4/2020,139.1,"3.801,0",,188.5,82.1,370.9,"1.335,00","1.870,00",80.86,6.22,236,"1.069,00"
9/7/2020,138.6,"3.801,0",,188.5,82.4,368.1,"1.360,00","1.901,00",82,6.4,236,"1.095,00"
9/8/2020,138.15,"3.750,0",,189,82.41,369,"1.360,00","1.900,00",82.29,6.3,235.1,"1.134,00"
9/9/2020,139.4,"3.700,0",,186.1,84.78,364.85,"1.341,00","1.880,00",82.17,6.3,233.05,"1.150,00"
9/10/2020,139,"3.700,0",,186.35,84.5,369,"1.325,00","1.883,00",82.17,6.33,232.65,"1.195,00"
9/11/2020,138.6,"3.749,0",,186.35,84,363.15,"1.292,00","1.885,00",81.98,6.26,234,"1.220,00"
9/14/2020,137.4,"3.750,0",,186.4,84.8,364,"1.290,00","1.900,00",81.97,6.29,231,"1.268,00"
9/15/2020,137.4,"3.730,0",,186.5,84.7,368,"1.270,00","1.881,00",81.9,6.16,230.5,"1.218,00"
9/16/2020,136.7,"3.730,0",,186.6,88,369.95,"1.300,00","1.880,00",81,6.19,230.15,"1.170,00"
9/17/2020,136.45,"3.700,0",,186.5,87.5,366,"1.307,00","1.900,00",81.9,6.2,231,"1.209,00"
9/18/2020,136.7,"3.600,0",,186.5,89.9,359.9,"1.298,00","1.874,00",81.5,6.23,231.05,"1.257,00"
9/21/2020,136.55,"3.600,0",,187.5,87,356.8,"1.300,00","1.880,00",81,6.25,232.05,"1.250,00"
9/22/2020,136.75,"3.600,0",,191,88.01,355.1,"1.289,00","1.870,00",81.95,6.16,232.05,"1.220,00"
9/23/2020,137.7,"3.500,0",,191,90,358.1,"1.272,00","1.885,00",81.25,6.13,232,"1.178,00"
9/24/2020,136.1,"3.570,0",,188.2,91,360,"1.271,00","1.848,00",80,6.19,234,"1.191,00"
9/25/2020,135.95,"3.500,0",,190,91,360,"1.262,00","1.840,00",80,6.11,231.05,"1.200,00"
9/28/2020,136,"3.501,0",,192,91,359.85,"1.246,00","1.823,00",80,6.07,232,"1.200,00"
9/29/2020,136.6,"3.550,0",,194,90.1,350,"1.273,00","1.849,00",80,5.94,233,"1.220,00"
9/30/2020,136,"3.550,0",,190.15,91.25,352,"1.250,00","1.843,00",80,6,231.05,"1.220,00"
10/1/2020,136.1,"3.600,0",,191,89.5,355,"1.272,00","1.870,00",80.5,5.98,231.1,"1.230,00"
10/2/2020,137.3,"3.600,0",,188.1,91,353.5,"1.271,00","1.870,00",83,6.03,233.1,"1.215,00"
10/5/2020,137.45,"3.705,0",,194,92,357.7,"1.250,00","1.868,00",82.9,5.95,235,"1.218,00"
10/6/2020,137.95,"3.800,0",,201,90,357,"1.270,00","1.850,00",80.4,5.82,235,"1.211,00"
10/7/2020,138.9,"3.814,0",,196,89.1,356.5,"1.280,00","1.850,00",80.2,5.8,235,"1.234,00"
10/8/2020,138.15,"3.700,0",,203.8,90,361.2,"1.330,00","1.774,00",81.8,5.78,236.05,"1.235,00"
10/9/2020,138.2,"3.814,0",,196,93.59,369,"1.365,00","1.765,00",82,5.8,242.95,"1.227,00"
10/12/2020,138,"3.700,0",,199.85,94.9,371.5,"1.390,00","1.789,00",79.6,5.74,240.2,"1.237,00"
10/13/2020,138.15,"3.800,0",,193,94.15,370,"1.361,00","1.765,00",81,5.74,237,"1.242,00"
10/14/2020,138.75,"3.800,0",,191,94.15,366.9,"1.366,00","1.765,00",80.5,5.74,238,"1.230,00"
10/15/2020,139.55,"3.800,0",,190,94,367.5,"1.376,00","1.740,00",82,5.75,240.6,"1.235,00"
10/16/2020,138.95,"4.000,0",,190,94.8,372.1,"1.361,00","1.720,00",82,5.82,235.15,"1.250,00"
10/19/2020,138,"4.000,0",,190,94.9,384.6,"1.325,00","1.720,00",82,6,238.05,"1.230,00"
10/20/2020,138.15,"4.000,0",,190,95,379,"1.328,00","1.720,00",81,6.04,240.95,"1.260,00"
10/21/2020,138.3,"3.800,0",,190,93.65,374,"1.330,00","1.726,00",80.7,6.1,240.05,"1.236,00"
10/22/2020,139,"3.799,0",,190,93.6,370.65,"1.347,00","1.764,00",81,6,240,"1.250,00"
10/23/2020,139.05,"3.800,0",,190,93.1,371,"1.325,00","1.765,00",82,5.86,240,"1.250,00"
10/26/2020,139.5,"4.000,0",,190.5,94,375,"1.350,00","1.760,00",81,5.92,236.7,"1.250,00"
10/27/2020,139,"3.800,0",,188,94.3,377.05,"1.355,00","1.740,00",81,5.78,236.75,"1.260,00"
10/28/2020,141.5,"3.800,0",,188,92.42,379.95,"1.338,00","1.765,00",81.9,5.73,237,"1.295,00"
11/2/2020,139,"3.800,0",,187.2,94,378,"1.362,00","1.765,00",80.01,5.79,238,"1.270,00"
11/3/2020,139,"3.800,0",,190,93.06,378.25,"1.337,00","1.799,00",80,5.91,241.9,"1.295,00"
11/4/2020,139,"3.795,0",,190,92.9,378,"1.363,00","1.799,00",80,5.88,244,"1.295,00"
11/5/2020,139,"3.997,0",,190,94,375.8,"1.361,00","1.781,00",80.99,5.85,241.5,"1.280,00"
11/9/2020,141.45,"3.760,0",,190,92.5,376,"1.360,00","1.780,00",77.77,5.73,243.8,"1.274,00"
11/10/2020,140.95,"3.550,0",,190.5,92,375.35,"1.420,00","1.783,00",79,5.73,242.45,"1.280,00"
11/11/2020,139.8,"3.338,0",,191,93.99,375.55,"1.452,00","1.780,00",78.44,5.67,242.45,"1.280,00"
11/12/2020,139.95,"3.138,0",,190,93.9,385,"1.450,00","1.780,00",78,5.67,243,"1.255,00"
11/13/2020,141.5,"3.326,0",,192,90.2,387,"1.460,00","1.780,00",79.97,5.89,244,"1.256,00"
11/16/2020,142.15,"3.300,0",,190,93.3,385,"1.486,00","1.780,00",79.1,5.96,246.5,"1.270,00"
11/17/2020,142.1,"3.160,0",,191.1,90.65,385.1,"1.482,00","1.790,00",79,5.95,243.2,"1.278,00"
11/19/2020,142.5,"3.349,0",,190,90.99,390,"1.455,00","1.800,00",79,5.94,245,"1.254,00"
11/20/2020,143.05,"3.449,0",,190,90.9,395.1,"1.452,00","1.807,00",78.15,5.89,246.8,"1.270,00"
11/23/2020,143.45,"3.300,0",,190,90.9,396,"1.456,00","1.807,00",81,5.92,246,"1.290,00"
11/24/2020,144.2,"3.190,0",,191,90.9,394.9,"1.483,00","1.795,00",80,6.15,243.1,"1.290,00"
11/25/2020,144.5,"3.001,0",,190.05,90,406.7,"1.475,00","1.792,00",80.89,6.39,245,"1.289,00"
11/26/2020,143.5,"3.100,0",,190,89.99,406.6,"1.481,00","1.820,00",80.05,6.64,245,"1.270,00"
11/27/2020,141.75,"3.192,0",,190,89.9,410.9,"1.446,00","1.820,00",81,6.64,245.05,"1.290,00"
11/30/2020,143.45,"3.150,0",,190,88.22,417,"1.430,00","1.795,00",80.01,6.63,244.5,"1.291,00"
12/1/2020,143,"3.150,0",,185,86.9,410,"1.462,00","1.820,00",81,6.62,245,"1.291,00"
12/2/2020,143.65,"3.152,0",,187,86,403,"1.448,00","1.809,00",79.3,6.5,245,"1.290,00"
12/3/2020,144,"3.200,0",,187.05,88.69,410,"1.465,00","1.805,00",79.53,6.55,246.95,"1.294,00"
12/4/2020,144,"3.150,0",,187.05,86.55,406,"1.460,00","1.838,00",79.41,6.3,245.05,"1.294,00"
12/7/2020,143.65,"3.200,0",,187,88.9,405.6,"1.510,00","1.837,00",79.8,6.05,247,"1.295,00"
12/8/2020,143.5,"3.333,0",,187,88.01,407,"1.545,00","1.840,00",79.8,6.15,250,"1.285,00"
12/9/2020,144,"3.230,0",,190,88.01,409.95,"1.546,00","1.825,00",77,6.15,249.5,"1.271,00"
12/10/2020,144.1,"3.423,0",,190,89.88,412,"1.539,00","1.835,00",77.64,6.01,251,"1.288,00"
12/11/2020,147.1,"3.423,0",,190,90.8,415.4,"1.558,00","1.840,00",78.5,6.2,257,"1.288,00"
12/14/2020,147,"3.302,0",,187,90.9,417.9,"1.589,00","1.840,00",79.6,6.3,259,"1.263,00"
12/15/2020,145.5,"3.321,0",,187,90,415,"1.596,00","1.820,00",77.56,6.5,254.6,"1.264,00"
12/16/2020,145.5,"3.500,0",,187.05,89.2,427.1,"1.548,00","1.825,00",79.48,6.68,245,"1.272,00"
12/17/2020,146.75,"3.700,0",,193,90.89,425.05,"1.560,00","1.875,00",79.5,6.94,250,"1.262,00"
12/18/2020,147,"3.700,0",,186.15,90.9,426.1,"1.498,00","1.880,00",79.5,6.88,251,"1.261,00"
12/21/2020,143.95,"3.750,0",,193.55,93.62,436,"1.473,00","1.884,00",79.1,6.8,250,"1.279,00"
12/22/2020,144.55,"3.800,0",,189.15,94,439.95,"1.472,00","1.890,00",79.4,6.8,247,"1.263,00"
12/23/2020,145.65,"3.700,0",,186.15,95,437,"1.470,00","1.890,00",78.2,6.71,246,"1.266,00"
12/24/2020,144.9,"3.800,0",,186.6,95,419.55,"1.475,00","1.920,00",78.02,6.7,245,"1.238,00"
12/25/2020,143.9,"3.750,0",,193,94.5,428.95,"1.485,00","1.860,00",80,6.44,249.7,"1.245,00"
12/28/2020,143.1,"3.750,0",,187,94.5,432.1,"1.544,00","1.860,00",80.5,6.69,252.5,"1.260,00"
12/29/2020,143,"3.779,0",,186.4,94.8,428,"1.536,00","1.851,00",83.71,6.83,249.6,"1.258,00"
12/30/2020,143,"3.750,0",,186.5,94,427,"1.511,00","1.861,00",87.05,6.85,244,"1.269,00"
12/31/2020,145,"3.749,0",,187,94.98,429,"1.549,00","1.850,00",90.53,6.7,247,"1.244,00"
1/4/2021,143.55,"3.749,0",,187.05,94.1,430,"1.515,00","1.860,00",90,6.68,246,"1.244,00"
1/5/2021,144,"3.749,0",,187.05,94.9,430,"1.500,00","1.855,00",90,6.65,249,"1.260,00"
1/6/2021,143.9,"3.749,0",,192.45,94.5,423.25,"1.492,00","1.851,00",90.99,6.48,244.05,"1.255,00"
1/7/2021,144.4,"3.800,0",,192.6,94.7,430,"1.491,00","1.862,00",91,6.39,250,"1.274,00"
1/8/2021,144.6,"3.794,0",,192,95,424,"1.485,00","1.860,00",91.97,6.45,253.5,"1.280,00"
1/12/2021,144,"3.750,0",,188.75,95.3,420,"1.499,00","1.842,00",91.9,6.57,255,"1.330,00"
1/13/2021,144,"3.650,0",,188.6,95,424,"1.497,00","1.860,00",91.49,6.72,256,"1.375,00"
1/14/2021,144.25,"3.750,0",,188.75,94.7,420,"1.465,00","1.860,00",91.44,6.7,257.5,"1.363,00"
1/15/2021,145,"3.700,0",,187.2,94.56,423.95,"1.463,00","1.842,00",90.5,6.65,252.7,"1.360,00"
1/18/2021,145.05,"3.800,0",,192,94.5,424,"1.460,00","1.880,00",91.8,6.68,256.95,"1.385,00"
1/19/2021,145.25,"3.800,0",,192,95.5,427.05,"1.440,00","1.890,00",90.31,6.6,257,"1.400,00"
1/20/2021,145.25,"3.750,0",,187.25,95,432.05,"1.440,00","1.895,00",90.32,6.48,259.95,"1.420,00"
1/21/2021,145.6,"3.750,0",,189.55,95.6,437,"1.454,00","1.910,00",91,6.69,257.65,"1.430,00"
1/22/2021,146.2,"3.750,0",,189.6,96.04,434,"1.512,00","1.875,00",91,6.66,257.25,"1.452,00"
1/25/2021,147.5,"3.800,0",,189.55,96,434,"1.525,00","1.908,00",90.88,6.62,258.95,"1.460,00"
1/26/2021,148.85,"3.700,0",,192,96.5,435.25,"1.530,00","1.900,00",91,6.6,257.1,"1.430,00"
1/27/2021,148.65,"3.650,0",,187.2,100,437,"1.500,00","1.900,00",91,6.62,257.1,"1.480,00"
1/28/2021,147.75,"3.700,0",,187.2,101,445,"1.450,00","1.880,00",90.52,6.6,256.2,"1.450,00"
1/29/2021,147,"3.650,0",,191.95,101,442,"1.507,00","1.890,00",90.31,6.86,255.1,"1.444,00"
2/1/2021,147,"3.850,0",,187.65,98.5,441,"1.500,00","1.880,00",91,7.13,256.25,"1.450,00"
2/2/2021,147.5,"3.700,0",,194,102.4,435.7,"1.461,00","1.879,00",93,7.41,258,"1.450,00"
2/3/2021,147.55,"3.610,0",,187.85,104.6,436.1,"1.490,00","1.878,00",93,7.12,254.75,"1.460,00"
2/4/2021,147.6,"3.650,0",,187.2,103.5,437.95,"1.500,00","1.870,00",92,7.08,254,"1.460,00"
2/5/2021,146.8,"3.780,0",,187.25,102.3,440,"1.510,00","1.870,00",91.2,7.05,253,"1.452,00"
2/8/2021,146.3,"3.830,0",,187.3,102.25,439,"1.479,00","1.870,00",92,6.9,253.1,"1.460,00"
2/9/2021,145.5,"3.850,0",,187.3,100.15,436.15,"1.490,00","1.870,00",93,6.85,253.3,"1.446,00"
2/10/2021,143.95,"3.800,0",,187.3,100.5,434.5,"1.500,00","1.870,00",94,6.88,254,"1.435,00"
2/11/2021,144.7,"3.998,0",,188,100.8,433.6,"1.525,00","1.865,00",93.5,7.09,254.05,"1.438,00"
2/12/2021,143.7,"3.997,0",,187.15,100.3,431,"1.530,00","1.860,00",93.5,7.05,255,"1.445,00"
2/15/2021,144,"3.996,0",,191.95,100.3,423,"1.505,00","1.860,00",93.5,7,254.9,"1.460,00"
2/16/2021,144.4,"3.996,0",,187.15,102.95,426.5,"1.505,00","1.860,00",94.7,6.84,254.9,"1.470,00"
2/17/2021,145.1,"3.990,0",,187.5,101.6,427.9,"1.495,00","1.771,00",95,6.83,251,"1.487,00"
2/18/2021,145.3,"3.900,0",,192.9,103.5,425.1,"1.492,00","1.800,00",94.7,6.85,251,"1.480,00"
2/19/2021,139.5,"3.970,0",,196,104,428.6,"1.500,00","1.820,00",93.99,6.87,250.05,"1.479,00"
2/22/2021,139,"4.170,0",,196,104,425.1,"1.511,00","1.815,00",93,6.88,250,"1.490,00"
2/23/2021,137,"4.170,0",,196,103.55,429.7,"1.533,00","1.857,00",93.5,6.82,248.05,"1.475,00"
2/24/2021,135.55,"4.200,0",,196,105,425.6,"1.480,00","1.870,00",94.98,6.79,251.4,"1.480,00"
2/25/2021,137.25,"4.069,0",,190,105.5,424.6,"1.480,00","1.870,00",94.7,6.78,249.15,"1.486,00"
2/26/2021,137.25,"4.191,0",,190,106,420.05,"1.484,00","1.850,00",94.73,6.74,250.95,"1.490,00"
3/1/2021,137.65,"4.249,0",,190.05,106.1,415,"1.485,00","1.855,00",94.3,6.56,250,"1.515,00"
3/2/2021,138,"4.100,0",,194.5,109,418,"1.520,00","1.860,00",93.6,6.56,248.65,"1.515,00"
3/3/2021,137.75,"4.100,0",,191.05,109.6,420.5,"1.527,00","1.880,00",94.96,6.45,248.5,"1.505,00"
3/4/2021,137.75,"4.050,0",,194.8,109.3,425,"1.484,00","1.880,00",94.7,6.4,248.5,"1.510,00"
3/5/2021,137.75,"4.027,0",,191.1,109.5,421.1,"1.490,00","1.869,00",95.5,6.4,247.3,"1.510,00"
3/8/2021,137.8,"4.027,0",,194,111,420,"1.490,00","1.869,00",94.15,6.4,249,"1.460,00"
3/9/2021,138.4,"4.000,0",,191.15,112,419,"1.485,00","1.868,00",95,6.39,249,"1.471,00"
3/10/2021,138.85,"4.015,0",,191.3,112,419,"1.490,00","1.899,00",95,6.37,250,"1.505,00"
3/11/2021,139.65,"4.000,0",,194,110.15,417,"1.500,00","1.890,00",95.5,6.3,254.5,"1.510,00"
3/12/2021,139.5,"4.000,0",,195.8,108.5,419.5,"1.519,00","1.900,00",96.5,6.3,252.5,"1.505,00"
3/15/2021,139.7,"4.100,0",,192,107,419.5,"1.500,00","1.856,00",98.5,6.29,254,"1.515,00"
3/16/2021,140.8,"4.025,0",,193,105,419.2,"1.500,00","1.859,00",98.45,6.17,248.55,"1.510,00"
3/17/2021,140.8,"4.010,0",,194,106.8,421,"1.509,00","1.900,00",98,6.2,249.1,"1.520,00"
3/18/2021,140.2,"4.050,0",,192,105,418.6,"1.496,00","1.908,00",97,6.28,249.1,"1.490,00"
3/19/2021,139.5,"4.146,0",,195,105,420.95,"1.498,00","1.908,00",93.01,6.26,250,"1.535,00"
3/22/2021,139.05,"4.100,0",,195,103.5,423,"1.498,00","1.911,00",93,6.24,250,"1.480,00"
3/23/2021,138.7,"4.000,0",,191.3,105.9,415.05,"1.515,00","1.908,00",94.45,6.29,249.75,"1.480,00"
3/24/2021,138.6,"4.000,0",,191.35,106,418.9,"1.533,00","1.949,00",94,6.22,251,"1.500,00"
3/25/2021,139.6,"4.000,0",,186,107,418,"1.511,00","1.950,00",93.2,6.12,253,"1.490,00"
3/26/2021,139,"4.000,0",,192,111.9,415,"1.535,00","1.923,00",94.49,6.08,254.95,"1.500,00"
3/29/2021,139.9,"3.951,0",,188,109.9,415.55,"1.530,00","1.954,00",94.39,6.11,253,"1.529,00"
3/30/2021,139.6,"4.000,0",,187,109.9,418,"1.550,00","1.950,00",94,6.12,251.05,"1.515,00"
3/31/2021,139.2,"4.000,0",,186.55,109.45,420,"1.568,00","1.940,00",93.94,6.12,250.15,"1.530,00"
4/1/2021,139.2,"3.980,0",,185.7,106.05,420,"1.566,00","1.945,00",92.56,6.15,250.15,"1.520,00"
4/2/2021,139.25,"4.000,0",,186.5,105,426,"1.558,00","1.945,00",94,6.16,253,"1.520,00"
4/5/2021,139.5,"3.950,0",,186,104,421.35,"1.533,00","1.960,00",93.1,6.13,251.5,"1.528,00"
4/6/2021,138.5,"4.000,0",,180,105,430,"1.550,00","1.950,00",90,6.19,253,"1.530,00"
4/7/2021,138,"4.150,0",,180.3,105,430.9,"1.550,00","1.975,00",92,6.43,254.1,"1.530,00"
4/8/2021,138.95,"4.117,0",,176,107.8,427,"1.570,00","1.989,00",92,6.54,255,"1.510,00"
4/9/2021,138.75,"3.956,0",,176.5,106.9,425,"1.555,00","1.970,00",93,6.46,256,"1.525,00"
4/12/2021,139.25,"3.956,0",,180,105,425,"1.568,00","1.951,00",92.52,6.33,256.9,"1.530,00"
4/13/2021,139,"3.957,0",,170.1,105,424,"1.549,00","1.953,00",93.5,6.34,257.5,"1.515,00"
4/14/2021,139,"4.068,0",,171.05,105,425,"1.532,00","1.950,00",92,6.35,256.15,"1.520,00"
4/15/2021,139.2,"3.950,0",,171.15,105.5,427,"1.547,00","1.985,00",92.86,6.45,256.35,"1.535,00"
4/16/2021,139.3,"4.068,0",,171.1,105,425,"1.560,00","1.980,00",92.48,6.54,258,"1.516,00"
4/19/2021,139.1,"4.117,0",,171.05,105.7,426,"1.550,00","1.985,00",92.5,6.56,258,"1.530,00"
4/20/2021,139.3,"4.117,0",,171.5,105.8,424,"1.562,00","1.996,00",92.02,6.51,258.5,"1.521,00"
4/21/2021,139.05,"4.100,0",,176.2,105,427,"1.552,00","1.985,00",92.97,6.57,258,"1.530,00"
4/22/2021,139.1,"4.120,0",,176,105.8,426,"1.561,00","1.951,00",92,6.7,258.9,"1.535,00"
4/23/2021,136.95,"4.050,0",,176.1,105,429,"1.538,00","1.940,00",92.96,6.67,258,"1.520,00"
4/26/2021,136.9,"4.150,0",,176.35,105.5,426,"1.545,00","1.936,00",92,6.68,259.5,"1.525,00"
4/27/2021,136.95,"4.170,0",,177.55,105,426,"1.550,00","1.929,00",92.88,6.66,262,"1.535,00"
4/28/2021,137.3,"4.170,0",,177,105,429.9,"1.557,00","1.900,00",91.1,6.65,262.65,"1.535,00"
4/29/2021,137.5,"4.250,0",,184.95,105,429,"1.560,00","1.919,00",91.01,6.57,263,"1.540,00"
4/30/2021,138,"4.250,0",,182,105.8,428,"1.563,00","1.885,00",92.99,6.68,264.5,"1.600,00"
5/3/2021,138.4,"4.250,0",,182.05,105,429,"1.551,00","1.772,00",92.98,6.76,265,"1.598,00"
5/4/2021,139.7,"4.248,0",,180,105,428.5,"1.545,00","1.800,00",92.88,6.76,262.5,"1.599,00"
5/5/2021,139.7,"4.150,0",,176.5,105,430,"1.550,00","1.790,00",92.99,6.74,265.3,"1.555,00"
5/6/2021,140,"4.026,0",,180,105,434.05,"1.550,00","1.800,00",92.97,6.68,267.9,"1.559,00"
5/7/2021,139.6,"4.130,0",,176.5,103,436,"1.552,00","1.784,00",94.32,6.71,264,"1.602,00"
5/10/2021,139.65,"4.128,0",,184.35,105,439.25,"1.560,00","1.780,00",94,6.97,266,"1.602,00"
5/11/2021,139.5,"4.119,0",,180,105.5,445.05,"1.560,00","1.780,00",93.98,6.85,264,"1.602,00"
5/12/2021,139.5,"4.099,0",,177.5,105,446.85,"1.565,00","1.747,00",92.5,6.8,266,"1.634,00"
5/17/2021,140.5,"4.100,0",,176.65,109,447.1,"1.566,00","1.741,00",92.5,6.86,263.05,"1.649,00"
5/18/2021,140.9,"4.132,0",,180,110.55,445.5,"1.563,00","1.762,00",93.47,6.95,268.1,"1.699,00"
5/19/2021,140.4,"4.000,0",,176.8,112,446.05,"1.553,00","1.665,00",93,6.88,269,"1.699,00"
5/20/2021,139.5,"4.050,0",,180,114,454.1,"1.575,00","1.710,00",93.49,6.9,266,"1.693,00"
5/21/2021,139.95,"3.950,0",,176.85,113,456,"1.560,00","1.726,00",93.47,6.9,268.5,"1.715,00"
5/24/2021,139.15,"3.950,0",,180,112.9,461.25,"1.560,00","1.740,00",93.8,6.86,266,"1.750,00"
5/25/2021,139.2,"4.132,0",,176.85,113.9,451,"1.560,00","1.750,00",95.88,6.71,266.05,"1.760,00"
5/26/2021,139.2,"4.100,0",,181.8,112.3,456,"1.560,00","1.770,00",94.5,6.79,268,"1.756,00"
5/27/2021,139,"4.050,0",,181.8,111.9,455.6,"1.560,00","1.810,00",94.66,7.06,268,"1.731,00"
5/28/2021,139.7,"4.171,0",,181.05,112,451.25,"1.560,00","1.800,00",95.61,7.34,267.5,"1.750,00"
5/31/2021,139.5,"4.000,0",,181.1,110,455,"1.560,00","1.763,00",94,7.63,267,"1.730,00"
6/1/2021,140.05,"4.080,0",,181.05,109.1,452.6,"1.558,00","1.800,00",96.69,7.93,266,"1.732,00"
6/2/2021,140.4,"4.080,0",,181.1,109.95,457.9,"1.555,00","1.800,00",94,8.04,266,"1.800,00"
6/3/2021,140.8,"4.050,0",,178.2,111,454,"1.556,00","1.800,00",94.7,7.72,266,"1.800,00"
6/4/2021,140.8,"4.000,0",,180,110.9,459.7,"1.565,00","1.800,00",95.1,8.02,267,"1.780,00"
6/7/2021,140,"3.970,0",,178.45,110,459.5,"1.560,00","1.845,00",95,8.11,267.7,"1.780,00"
6/8/2021,139,"4.030,0",,178.3,110,465.05,"1.630,00","1.850,00",95,8.43,266,"1.780,00"
6/9/2021,138,"4.095,0",,178.6,109.95,462.5,"1.632,00","1.850,00",96,8.76,266,"1.711,00"
6/10/2021,138.5,"4.000,0",,180,110,463,"1.632,00","1.855,00",96,8.95,265.5,"1.790,00"
6/11/2021,139.05,"4.000,0",,180,109.95,465,"1.620,00","1.850,00",98,9.3,266,"1.797,00"
