Date,IAM,WAA,TIM,LES,ATH,ATW,MNG,CMA,ATL,ADH,BCP,TMA
6/30/2022,119,,,270,72,425.05,"2.294,67","1.350,00",135,7.65,248,"1.120,00"
7/1/2022,119,,,260,72,423,"2.291,71","1.360,00",130.5,7.61,248,"1.180,00"
7/4/2022,119,,,272,72,435,"2.358,68","1.372,00",134.8,7.79,251,"1.121,00"
7/5/2022,117.4,,,275,72,428.5,"2.358,68","1.360,00",127.65,7.7,251,"1.137,00"
7/6/2022,117.2,,,275,72,425,"2.358,68","1.366,00",127,7.7,252,"1.180,00"
7/7/2022,119.05,,,270.05,71.5,430,"2.381,33","1.347,00",127,7.47,252.05,"1.180,00"
7/8/2022,119.55,,,270,72,410,"2.421,71","1.339,00",128,7.46,252.1,"1.180,00"
7/12/2022,119.2,,,277,72.9,415,"2.363,60","1.339,00",127.9,7.38,252,"1.195,00"
7/13/2022,119.2,,,275,71,424.9,"2.294,67","1.350,00",127.9,7.45,248.1,"1.201,00"
7/14/2022,119.5,,,273.5,70.03,425.1,"2.292,70","1.376,00",126,7.37,251.5,"1.180,00"
7/15/2022,120.5,,,275,70.02,425.2,"2.429,59","1.383,00",125.6,7.3,252,"1.200,00"
7/18/2022,123,,,276.1,71.89,428.95,"2.463,07","1.380,00",125.1,7.3,250,"1.200,00"
7/19/2022,124.25,,,272,73,427,"2.462,09","1.414,00",125,7.4,250,"1.217,00"
7/20/2022,124.75,,,272,70,434,"2.462,09","1.415,00",125.25,7.49,250,"1.238,00"
7/21/2022,124,,,272,73.37,430.25,"2.457,16","1.423,00",128,7.45,250.1,"1.238,00"
7/22/2022,123.5,,,272,71.9,435.2,"2.442,39","1.414,00",128,7.6,250,"1.220,00"
7/25/2022,122,,,272,72,437,"2.437,47","1.489,00",123,7.6,250,"1.250,00"
7/26/2022,120.35,,,277.95,70,435,"2.491,63","1.490,00",121.7,7.6,255,"1.215,00"
7/27/2022,118.75,,,279.5,68,435,"2.481,78","1.451,00",117,7.35,250,"1.220,00"
7/28/2022,119,,,277.5,69,426,"2.476,86","1.451,00",118,7.42,255,"1.211,00"
7/29/2022,119,,,270,71.49,433.5,"2.388,22","1.460,00",120,7.52,255,"1.210,00"
8/1/2022,118.95,,,270.05,70,426.3,"2.314,36","1.460,00",114.5,7.42,258,"1.215,00"
8/2/2022,118.15,,,265,70.11,434,"2.265,12","1.490,00",118.95,7.45,259.95,"1.215,00"
8/3/2022,118.2,,,265,70.2,430,"2.260,20","1.480,00",119.65,7.59,259.5,"1.217,00"
8/4/2022,119,,,260,71,428,"2.363,60","1.500,00",119.85,7.6,260,"1.217,00"
8/5/2022,119.9,,,274.95,70.3,429,"2.373,45","1.515,00",116.25,7.69,260,"1.249,00"
8/8/2022,119.9,,,284.95,72.5,427.05,"2.452,24","1.515,00",119.7,7.63,258,"1.210,00"
8/9/2022,119.9,,,271.05,72,429,"2.412,85","1.585,00",116,7.58,259.9,"1.200,00"
8/10/2022,119.5,,,271.05,72,430.25,"2.386,26","1.502,00",116,7.6,259,"1.212,00"
8/11/2022,121,,,271.05,71.02,433.5,"2.417,77","1.510,00",120,7.56,259,"1.220,00"
8/12/2022,121,,,271.1,72.3,436,"2.444,36","1.545,00",114.55,7.63,258,"1.220,00"
8/15/2022,121.1,,,271.1,72.01,438,"2.461,10","1.500,00",115,7.68,258,"1.230,00"
8/16/2022,123.1,,,271.1,70.5,441,"2.478,83","1.528,00",116.9,7.74,258,"1.200,00"
8/17/2022,122.35,,,271.1,72.5,446.1,"2.462,09","1.530,00",119,8,259,"1.180,00"
8/18/2022,122,,,263.25,72.25,448,"2.461,10","1.530,00",119,8.2,257,"1.199,00"
8/19/2022,121.35,,,263.25,72.25,450.1,"2.452,24","1.550,00",115.6,8.3,256,"1.249,00"
8/22/2022,119,,,263.25,72.5,448,"2.430,57","1.549,00",119,8.15,256,"1.251,00"
8/23/2022,120.5,,,263.25,70.1,443.5,"2.403,00","1.491,00",122.5,8.17,258.4,"1.255,00"
8/24/2022,121,,,263.25,70.51,445,"2.403,00","1.474,00",120,8.2,257,"1.276,00"
8/25/2022,121,,,265,73.5,438.5,"2.476,86","1.500,00",119.95,8.21,256,"1.290,00"
8/26/2022,121.5,,,270,70.7,439.55,"2.462,09","1.490,00",119.95,8.16,255.05,"1.300,00"
8/29/2022,121,,,265,70.6,439,"2.462,09","1.490,00",119.95,8.1,255,"1.300,00"
8/30/2022,120.05,,,265,73,440,"2.462,09","1.479,00",115.6,8.12,256,"1.262,00"
8/31/2022,121,,,265,72,440,"2.511,33","1.480,00",118.9,8.06,256.8,"1.310,00"
9/1/2022,121.55,,,265,72,440,"2.511,33","1.500,00",118.95,8.17,256,"1.301,00"
9/2/2022,121.15,,,265,73.6,435.15,"2.531,03","1.510,00",119.95,8.14,256,"1.301,00"
9/5/2022,121.7,,,270,73.6,436.5,"2.535,95","1.508,00",119.9,8.07,256,"1.300,00"
9/6/2022,118,,,270,73.11,432,"2.512,31","1.500,00",118.9,8.1,256.5,"1.238,00"
9/7/2022,118.05,,,270.1,74.9,435,"2.560,57","1.490,00",116,8.29,256.5,"1.250,00"
9/8/2022,118.6,,,270,74.69,432.1,"2.561,56","1.500,00",117.5,8.4,256.5,"1.299,00"
9/9/2022,119,,,270,74.1,435,"2.639,36","1.495,00",119.85,8.5,257.95,"1.230,00"
9/12/2022,118.55,,,270,73.2,435.5,"2.585,19","1.500,00",120,8.4,256,"1.260,00"
9/13/2022,118.5,,,270,74.94,432.6,"2.609,81","1.509,00",120,8.32,256,"1.265,00"
9/14/2022,118.4,,,270,74.98,437,"2.644,28","1.540,00",123.85,8.51,255.9,"1.245,00"
9/15/2022,118.5,,,270,76.74,435,"2.639,36","1.565,00",123.5,8.55,253.95,"1.218,00"
9/16/2022,118.1,,,270,76,438,"2.703,37","1.540,00",125.75,8.4,245,"1.218,00"
9/19/2022,118,,,270,76.7,438,"2.727,99","1.550,00",126,8.36,242,"1.251,00"
9/20/2022,118,,,270.55,80,438,"2.565,50","1.530,00",121.6,8.24,243,"1.256,00"
9/21/2022,118.35,,,278.65,79.99,441,"2.561,56","1.530,00",121.8,8.25,240,"1.257,00"
9/22/2022,118.4,,,275,75.25,438,"2.540,87","1.530,00",120.55,8.22,243,"1.280,00"
9/23/2022,118.05,,,275,75.49,439.8,"2.560,57","1.495,00",125,8.25,243,"1.284,00"
9/26/2022,117.75,,,275,75.5,439,"2.535,95","1.494,00",120,8.2,244,"1.223,00"
9/27/2022,115.8,,,275,75.2,441.95,"2.540,87","1.480,00",120,8.15,242,"1.249,00"
9/28/2022,115,,,275,76,440.5,"2.521,18","1.480,00",120,8.05,245,"1.260,00"
9/29/2022,114.1,,,275,76,440.5,"2.544,81","1.480,00",127,8.01,240,"1.270,00"
9/30/2022,114.3,,,276.5,76,438,"2.544,81","1.479,00",119.4,8,240,"1.270,00"
10/3/2022,114.5,,,278,75.6,425,"2.590,12","1.485,00",125,7.86,236.9,"1.320,00"
10/4/2022,114.5,,,278,75.65,421,"2.644,28","1.450,00",124.95,7.86,235,"1.350,00"
10/5/2022,115,,,267,76.95,425,"2.649,21","1.450,00",117.5,7.75,235,"1.330,00"
10/6/2022,116.7,,,272,76,415.2,"2.643,30","1.460,00",120,7.45,235,"1.350,00"
10/7/2022,116,,,272,78,415.55,"2.616,71","1.460,00",114.5,7.69,224,"1.338,00"
10/11/2022,116,,,272,77.5,420,"2.648,22","1.460,00",120,7.75,223.9,"1.325,00"
10/12/2022,114,,,272,76,421,"2.646,25","1.460,00",113.5,7.8,223.9,"1.246,00"
10/13/2022,114.2,,,273,74.99,422,"2.643,30","1.450,00",120,7.8,224,"1.223,00"
10/14/2022,114.05,,,273.5,76.8,429,"2.626,55","1.430,00",119,7.61,215,"1.220,00"
10/17/2022,114.5,,,273.5,76.8,424,"2.560,57","1.430,00",125,7.61,222,"1.221,00"
10/18/2022,114.05,,,278,72.2,419,"2.579,28","1.515,00",125,7.67,220,"1.220,00"
10/19/2022,113.5,,,273.5,75.4,411.05,"2.560,57","1.512,00",123.5,7.62,220,"1.285,00"
10/20/2022,110,,,261.05,75.5,412.05,"2.590,12","1.490,00",119,7.48,220,"1.253,00"
10/21/2022,109,,,273,75.4,406,"2.481,78","1.530,00",120,7.41,220,"1.310,00"
10/24/2022,106.5,,,256.2,76,408,"2.510,34","1.510,00",114,7.36,220,"1.250,00"
10/25/2022,104.7,,,275,75,399,"2.463,07","1.510,00",119.5,7.29,219.8,"1.324,00"
10/26/2022,102.45,,,265.25,75,398,"2.571,40","1.547,00",114.1,6.86,221,"1.250,00"
10/27/2022,102.45,,,268,75.1,390.05,"2.557,62","1.455,00",114.65,7.03,220,"1.230,00"
10/28/2022,101.9,,,268,75.13,395,"2.571,40","1.500,00",118,6.92,218,"1.260,00"
10/31/2022,102.15,,,268.3,77,375.5,"2.550,72","1.490,00",117.9,7,215,"1.274,00"
11/1/2022,102.4,,,268.5,75.33,390,"2.510,34","1.534,00",117.8,6.98,210,"1.300,00"
11/2/2022,102.5,,,268.5,76,390.1,"2.547,77","1.490,00",117.9,6.94,217.9,"1.235,00"
11/3/2022,102.65,,,268.6,78,385,"2.478,83","1.490,00",118,7,220,"1.300,00"
11/4/2022,101.45,,,269,78,390,"2.511,33","1.480,00",115.15,6.86,220.05,"1.300,00"
11/7/2022,100.65,,,270,78.8,390,"2.486,71","1.460,00",117.9,6.88,227,"1.295,00"
11/8/2022,100.65,,,270,80,390,"2.487,69","1.460,00",117.95,6.9,226.9,"1.265,00"
11/9/2022,100.5,,,268.5,82.5,388,"2.490,65","1.547,00",118,6.88,226.95,"1.230,00"
11/10/2022,97,,,268.6,81.95,389.95,"2.462,09","1.600,00",120.5,6.85,230,"1.230,00"
11/11/2022,94.1,,,274,80.2,387.8,"2.414,82","1.600,00",117.5,6.75,230,"1.240,00"
11/14/2022,96.05,,,268.6,80,387,"2.270,04","1.613,00",117,6.65,230,"1.240,00"
11/15/2022,100,,,268.6,80,372,"2.166,64","1.635,00",121,6.49,228,"1.250,00"
11/16/2022,101.85,,,272,80,373,"2.294,67","1.639,00",119,6.2,230,"1.255,00"
11/17/2022,103.8,,,272,79.55,378,"2.402,01","1.626,00",125.95,6.5,227,"1.290,00"
11/21/2022,101.8,,,268.6,79,383.1,"2.295,65","1.622,00",120.6,6.51,229.85,"1.288,00"
11/22/2022,102.95,,,272,78.17,390,"2.296,64","1.617,00",126.5,6.55,229.9,"1.280,00"
11/23/2022,103,,,268.6,79,405,"2.298,60","1.682,00",125,6.5,231.5,"1.297,00"
11/24/2022,102,,,273.6,80.35,401,"2.314,36","1.665,00",132,6.49,234,"1.246,00"
11/25/2022,102,,,273,80,403.5,"2.348,83","1.670,00",135,6.51,233,"1.226,00"
11/28/2022,104.05,,,275,79.49,405,"2.309,44","1.685,00",128.65,6.59,232.95,"1.226,00"
11/29/2022,104.5,,,,79.89,403,"2.333,07","1.670,00",132.9,6.63,232,"1.232,00"
11/30/2022,104.5,,,,79.01,409.95,"2.314,36","1.642,00",132.3,6.67,233,"1.232,00"
12/1/2022,104,,,,79.79,410,"2.314,36","1.640,00",131.85,6.6,233,"1.282,00"
12/2/2022,105,,,,79,409,"2.284,82","1.600,00",131,6.79,232.95,"1.260,00"
12/5/2022,106,,,,79.5,403,"2.284,82","1.602,00",123.15,6.7,232,"1.250,00"
12/6/2022,109.9,,,,79.65,410,"2.274,97","1.640,00",126.85,6.61,228.5,"1.251,00"
12/7/2022,111.8,,,,79.7,410,"2.225,73","1.677,00",126.65,6.5,230,"1.241,00"
12/8/2022,109,,,,79.5,410,"2.215,88","1.680,00",120,6.46,227,"1.242,00"
12/9/2022,108.05,,,,79,410,"2.215,88","1.680,00",119.55,6.4,233,"1.260,00"
12/12/2022,108.95,,,,79,410,"2.224,74","1.684,00",119,6.4,232,"1.250,00"
12/13/2022,108.5,,,,79.5,409.95,"2.259,21","1.680,00",117.95,6.45,231,"1.239,00"
12/14/2022,107.5,,,,79.89,409.9,"2.124,29","1.677,00",119.9,6.41,234.9,"1.235,00"
12/15/2022,107.5,,,,79.67,409.9,"2.048,46","1.677,00",120,6.4,230,"1.255,00"
12/16/2022,103,,,,79,409.8,"2.092,77","1.676,00",122,6.41,235,"1.270,00"
12/19/2022,103.5,,,,75,410,"2.117,40","1.669,00",121.95,6.5,239,"1.238,00"
12/20/2022,101,,,,73.01,410,"2.067,17","1.669,00",123,6.46,231,"1.200,00"
12/21/2022,102.4,,,,73,401.95,"2.067,17","1.635,00",124.5,6.51,227,"1.198,00"
12/22/2022,102.5,,,,76.5,400,"2.068,15","1.660,00",124,6.5,224.9,"1.172,00"
12/23/2022,102.4,,,,72.5,390,"2.048,46","1.660,00",123.9,6.45,220,"1.166,00"
12/26/2022,102.05,,,,74.99,391,"2.067,17","1.660,00",123.5,6.5,207,"1.100,00"
12/27/2022,101.65,,,,73,395,"2.048,46","1.680,00",119,6.4,194.6,"1.119,00"
12/28/2022,100.25,,,,72.23,400,"1.968,69","1.642,00",123.5,6.27,197.05,"1.186,00"
12/29/2022,99,,,,73,400,"1.969,67","1.632,00",122.95,6.3,205,"1.115,00"
12/30/2022,95,,,,73,397,"1.926,34","1.632,00",121.4,6.32,215,"1.090,00"
1/2/2023,97.5,,,,74.98,397,"1.827,85","1.640,00",120.5,6.3,215,"1.139,00"
1/3/2023,101.4,,,,73,395,"1.860,35","1.630,00",122.8,6.3,217,"1.150,00"
1/4/2023,99.99,,,,72.5,392,"1.910,58","1.649,00",122.35,6.3,222,"1.144,00"
1/5/2023,95.9,,,,73.99,385,"1.915,50","1.640,00",122,6.28,220.7,"1.104,00"
1/6/2023,90.15,,,,72,384,"1.949,97","1.615,00",121.95,6.27,218.15,"1.105,00"
1/9/2023,93.15,,,,67.69,379.5,"1.998,23","1.650,00",123,6.08,217.9,"1.150,00"
1/10/2023,95.5,,,,68,364.9,"1.959,82","1.679,00",129,6.12,219,"1.150,00"
1/12/2023,96.5,,,,68,359,"1.925,35","1.679,00",122,5.76,215.05,"1.100,00"
1/13/2023,97.66,,,,68,360,"1.881,03","1.695,00",125,5.8,220,"1.135,00"
1/16/2023,98.5,,,,68.97,360,"1.940,12","1.700,00",122,5.75,217,"1.116,00"
1/17/2023,98.5,,,,69,369.5,"1.938,16","1.700,00",127,5.75,217,"1.150,00"
1/18/2023,97.3,,,,67.1,374,"1.930,28","1.707,00",132,5.83,215,"1.125,00"
1/19/2023,97.3,,,,67.85,374,"1.920,43","1.700,00",129.5,5.95,223.5,"1.149,00"
1/20/2023,96.99,,,,70.4,374,"1.925,35","1.705,00",125,6.02,218,"1.120,00"
1/23/2023,96.5,,,,68.5,372,"1.910,58","1.710,00",128,5.99,218.05,"1.120,00"
1/24/2023,96,,,,69.75,368,"1.862,32","1.705,00",130,5.99,221,"1.106,00"
1/25/2023,96,,,,68.75,368,"1.866,26","1.719,00",130,5.86,222,"1.109,00"
1/26/2023,93.5,,,,69.84,368.4,"1.872,17","1.718,00",129.8,5.9,220.1,"1.105,00"
1/27/2023,93,,,,69.6,365,"1.881,03","1.686,00",127.2,5.83,225,"1.101,00"
1/30/2023,94,,,,68.55,364.5,"1.866,26","1.705,00",127,5.79,229.5,"1.105,00"
1/31/2023,96.95,,,,69.49,360,"1.871,19","1.535,00",125.3,5.82,225,"1.050,00"
2/1/2023,95,,,,69,358,"1.866,26","1.680,00",124.85,6,220.55,"1.056,00"
2/2/2023,97,,,,69.35,355.05,"1.861,34","1.680,00",127,5.98,227.4,"1.060,00"
2/3/2023,96.45,,,,67,360,"1.861,34","1.681,00",127.9,6.09,225,"1.051,00"
2/6/2023,96.5,,,,67,365,"1.920,43","1.677,00",127.1,6.09,225,"1.053,00"
2/7/2023,96.5,,,,68.24,372.9,"1.959,82","1.701,00",127,6.05,225.05,"1.060,00"
2/8/2023,98.75,,,,68.5,373,"1.997,25","1.717,00",130,6.1,228,"1.066,00"
2/9/2023,99.5,,,,69.79,375,"1.959,82","1.715,00",127.25,6.02,233.8,"1.083,00"
2/10/2023,99.85,,,,69.45,397.45,"1.923,38","1.720,00",128.9,6.04,231,"1.080,00"
2/13/2023,99.85,,,,67,394,"1.912,55","1.724,00",129.8,6.08,240,"1.085,00"
2/14/2023,96.51,,,,68,396,"1.920,43","1.726,00",129.9,6.12,239,"1.118,00"
2/15/2023,97,,,,68.5,395,"1.915,50","1.716,00",127.1,6.27,242,"1.120,00"
2/16/2023,97,,,,69,390.05,"1.918,46","1.730,00",130,6.41,239,"1.080,00"
2/17/2023,97.5,,,,69,378.15,"1.871,19","1.691,00",131,6.6,238.05,"1.100,00"
2/20/2023,97.5,,,,68,382,"1.802,25","1.728,00",130,6.52,236,"1.090,00"
2/21/2023,91.66,,,,67.5,385,"1.812,10","1.750,00",129.5,6.4,233,"1.090,00"
2/22/2023,90,,,,67.3,394,"1.812,10","1.720,00",131,6.57,233.1,"1.100,00"
2/23/2023,91,,,,68.99,396.55,"1.821,94","1.749,00",130,6.49,234,"1.095,00"
2/24/2023,92,,,,68.99,393,"1.850,50","1.710,00",128.05,6.5,233.55,"1.100,00"
2/27/2023,93,,,,68,402,"1.805,20","1.700,00",132.5,6.35,235,"1.120,00"
2/28/2023,92.9,,,,68,402.05,"1.824,90","1.720,00",132.4,6.3,236.1,"1.120,00"
3/1/2023,92,,,,66.5,409,"1.849,52","1.705,00",132.75,6.33,236.05,"1.125,00"
3/2/2023,91,,,,67,412,"1.802,25","1.703,00",129.6,6.18,233.6,"1.100,00"
3/3/2023,90,,,,68.49,422,"1.836,72","1.700,00",131.9,6.1,234.5,"1.100,00"
3/6/2023,89,,,,68.49,415,"1.841,64","1.690,00",132,6.46,234,"1.100,00"
3/7/2023,87.55,,,,68.5,406.1,"1.826,87","1.700,00",129.8,6.52,233.5,"1.100,00"
3/8/2023,88.92,,,,68.3,409.9,"1.804,22","1.702,00",128.9,6.37,231,"1.091,00"
3/9/2023,89.15,,,,68.45,400,"1.792,40","1.720,00",129.9,6.35,235,"1.100,00"
3/10/2023,88,,,,68.55,400,"1.792,40","1.721,00",129,6.22,234,"1.100,00"
3/13/2023,89.45,,,,67.2,399,"1.822,93","1.720,00",125,6.02,230,"1.100,00"
3/14/2023,88.22,,,,67.7,399,"1.794,37","1.710,00",125.7,6.01,234.95,"1.090,00"
3/15/2023,88.75,,,,67.15,399,"1.777,63","1.714,00",126,6.01,235,"1.101,00"
3/16/2023,88.6,,,,67,396,"1.792,40","1.715,00",126,6.05,237,"1.100,00"
3/17/2023,83.29,,,,67.2,400,"1.762,85","1.700,00",125,5.99,230.1,"1.071,00"
3/20/2023,82.45,,,,68,396.1,"1.767,78","1.716,00",124.65,5.89,227,"1.121,00"
3/21/2023,80.01,,,,67,398.7,"1.753,01","1.716,00",124,5.98,235.95,"1.122,00"
3/22/2023,80.8,,,,67.05,396.1,"1.763,84","1.705,00",123,5.91,231,"1.105,00"
3/23/2023,82,,,,67.86,396,"1.753,99","1.723,00",125,5.7,232.5,"1.118,00"
3/24/2023,80.75,,,,67,386,"1.762,85","1.723,00",125,5.7,230,"1.180,00"
3/27/2023,84,,,,66.73,400,"1.753,01","1.739,00",125,5.6,230.55,"1.160,00"
3/28/2023,85.48,,,,67.5,400,"1.753,01","1.732,00",124.95,5.66,230.1,"1.160,00"
3/29/2023,85,,,,67,395.1,"1.753,01","1.725,00",124.5,5.67,229,"1.135,00"
3/30/2023,83.5,,,,68,400,"1.782,55","1.725,00",124.5,5.6,230.5,"1.135,00"
3/31/2023,85,,,,67,400,"1.763,84","1.739,00",125,5.5,230.05,"1.140,00"
4/3/2023,85.5,,,,67,400,"1.763,84","1.749,00",122,5.63,230,"1.155,00"
4/4/2023,84.94,,,,67.1,403,"1.772,70","1.759,00",122,5.66,230,"1.160,00"
4/5/2023,83,,,,67,396.15,"1.760,88","1.750,00",121,5.88,229,"1.170,00"
4/6/2023,84,,,,67,400,"1.757,93","1.700,00",120.7,5.8,229.1,"1.175,00"
4/7/2023,85,,,,66.84,400,"1.695,89","1.700,00",120,5.79,230,"1.175,00"
4/10/2023,84.02,,,,67,404,"1.654,52","1.700,00",120,5.83,231,"1.180,00"
4/11/2023,84.12,,,,67.2,400,"1.639,75","1.705,00",120,5.8,230,"1.180,00"
4/12/2023,84.25,,,,67,400.05,"1.625,96","1.710,00",120.1,5.75,228,"1.180,00"
4/13/2023,82.5,,,,67,400,"1.624,98","1.740,00",120.5,5.8,227.5,"1.180,00"
4/14/2023,82.61,,,,67.75,404,"1.688,01","1.705,00",120.7,5.85,228.8,"1.180,00"
4/17/2023,82.5,,,,67,400.05,"1.664,37","1.710,00",123,5.81,228.5,"1.180,00"
4/18/2023,82,,,,66.93,400,"1.693,92","1.735,00",123,5.76,227.55,"1.195,00"
4/19/2023,81.5,,,,67.01,400.05,"1.723,46","1.715,00",122,5.73,227.1,"1.186,00"
4/20/2023,81.99,,,,67,400.1,"1.766,79","1.729,00",121,5.7,227,"1.196,00"
4/21/2023,81.06,,,,67.1,400,"1.693,92","1.716,00",120.5,5.67,229,"1.209,00"
4/25/2023,81.5,,,,67.3,400.05,"1.748,08","1.710,00",121,5.75,228.5,"1.210,00"
4/26/2023,80.11,,,,68.45,400,"1.733,31","1.690,00",120,5.65,228.5,"1.210,00"
4/27/2023,80.4,,,,68.49,402,"1.723,46","1.691,00",120,5.75,228,"1.228,00"
4/28/2023,81.05,,,,68.51,405,"1.645,66","1.700,00",120,5.75,230,"1.228,00"
5/2/2023,79,,,,68.9,400.2,"1.664,37","1.700,00",120,5.82,231,"1.256,00"
5/3/2023,78.32,,,,68.9,403,"1.624,98","1.691,00",120,6.16,232.95,"1.250,00"
5/4/2023,80,,,,68,404.9,"1.624,98","1.700,00",120,6.52,230.1,"1.250,00"
5/5/2023,75.55,,,,68.2,400.1,"1.674,22","1.701,00",120,6.45,232,"1.350,00"
5/8/2023,76.11,,,,68.49,399,"1.632,86","1.711,00",121.55,6.55,231,"1.350,00"
5/9/2023,76.2,,,,67.5,398,"1.634,83","1.722,00",122,6.6,229.2,"1.330,00"
5/10/2023,78.75,,,,67.5,398.05,"1.674,22","1.706,00",123.45,6.99,231,"1.333,00"
5/11/2023,80.55,,,,68,396,"1.674,22","1.750,00",119.55,7.17,233,"1.330,00"
5/12/2023,83,,,,67.25,396,"1.627,93","1.755,00",122,7.29,231.5,"1.350,00"
5/15/2023,84.9,,,,68,397.5,"1.654,52","1.750,00",120,7.45,234,"1.350,00"
5/16/2023,84.35,,,,67.12,398,"1.673,23","1.726,00",119,7.58,236,"1.350,00"
5/17/2023,84,,,,67.55,406,"1.673,23","1.725,00",120,7.8,236,"1.355,00"
5/18/2023,83.5,,,,68,405,"1.634,83","1.710,00",121.5,7.79,233.55,"1.403,00"
5/19/2023,83.5,,,,68,412,"1.674,22","1.748,00",120,7.9,234.05,"1.463,00"
5/22/2023,84,,,,68,408,"1.624,98","1.748,00",121,7.95,235,"1.463,00"
5/23/2023,85,,,,68,405,"1.629,90","1.747,00",118,7.56,235,"1.400,00"
5/24/2023,86,,,,68,408.5,"1.664,37","1.760,00",120,7.5,235.05,"1.416,00"
5/25/2023,84.95,,,,68,407.9,"1.615,13",,119.5,7.56,237.95,"1.411,00"
5/26/2023,86.8,,,,67.65,408,"1.615,13",,119.5,7.29,236.1,"1.440,00"
5/29/2023,87.5,,,,68,423.5,"1.610,21",,122,7.2,240,"1.440,00"
5/30/2023,87.2,,,,68.2,418.05,"1.605,28",,121.9,7.2,239.5,"1.455,00"
5/31/2023,87.7,,,,68.2,426,"1.605,28",,121,7.02,238.5,"1.457,00"
6/1/2023,87.4,,,,67.5,425,"1.575,74",,124,7.32,244,"1.440,00"
6/2/2023,87,,,,67.85,426.15,"1.575,74",,124.8,7.35,244,"1.428,00"
6/5/2023,87,,,,67.5,427.5,"1.585,58",,122.05,7.28,248,"1.428,00"
6/6/2023,86.7,,,,67.15,427.4,"1.624,98",,121,7.71,245,"1.410,00"
6/7/2023,86.45,,,,67,435,"1.615,13",,121,8.17,252,"1.420,00"
6/8/2023,86.02,,,,67.4,427.75,"1.574,75",,118.5,8.3,245,"1.430,00"
6/9/2023,86.05,,,,67.3,429,"1.556,04",,120,8.7,244,"1.430,00"
6/12/2023,86.2,,,,67.3,425.3,"1.557,02",,124,8.95,245.05,"1.430,00"
6/13/2023,86.51,,,,67.25,427,"1.511,72",,123.9,8.74,250,"1.400,00"
6/14/2023,87.2,,,,67,429,"1.506,80",,123.5,8.22,260,"1.392,00"
6/15/2023,91.7,,,,67,425.2,"1.526,49",,123.7,8.71,264,"1.388,00"
6/16/2023,95,,,,67,429,"1.551,12",,122,9.23,264,"1.351,00"
6/19/2023,95.8,,,,66.67,434.95,"1.512,71",,120.1,9.78,262,"1.345,00"
6/20/2023,98.75,,,,67,438,"1.519,60",,120,10.36,263,"1.380,00"
6/21/2023,96,,,,67,440,"1.527,48",,120,10.98,262.05,"1.379,00"
6/22/2023,96.2,,,,67.2,439.5,"1.527,48",,123.45,10.33,261.1,"1.332,00"
6/23/2023,97.5,,,,68,449.9,"1.536,34",,121,9.72,261.15,"1.300,00"
6/26/2023,97,,,,65,440,"1.575,74",,121,10.3,261.2,"1.358,00"
6/27/2023,95.16,,,,65,439,"1.556,04",,121,10.3,262.7,"1.291,00"
6/28/2023,95,,,,64.7,445,"1.526,49",,122,10.1,253.15,"1.300,00"
7/3/2023,95.5,,,,64.5,440,"1.575,74",,122,9.99,254.1,"1.360,00"
7/4/2023,95.5,,,,65.99,443,"1.569,83",,120.5,9.85,257,"1.400,00"
7/5/2023,95.75,,,,65.89,444,"1.611,19",,120,9.9,262,"1.401,00"
7/6/2023,95,,,,64,430.25,"1.624,98",,122,9.8,264,"1.399,00"
7/7/2023,94.95,,,,63.5,435,"1.646,64",,120.2,9.86,263,"1.398,00"
7/10/2023,94.29,,,,63.6,439.8,"1.649,60",,120,10.45,262,"1.400,00"
7/11/2023,94.9,,,,63,437.5,"1.693,92",,120,10.86,266,"1.394,00"
7/12/2023,96.3,,,,63.15,433,"1.693,92",,120,10.78,264,"1.400,00"
7/13/2023,96.9,,,,64.94,433,"1.703,76",,120,10.61,264.1,"1.336,00"
7/14/2023,96.4,,,,64.94,433,"1.733,31",,120,10.21,263,"1.350,00"
7/17/2023,97.05,,,,64.91,435.5,"1.812,10",,120,10.1,262.3,"1.379,00"
7/18/2023,97.99,,,,64,435,"1.844,60",,120,10.05,264,"1.352,00"
7/20/2023,98.1,,,,63,437.15,"1.875,13",,120,10.07,264,"1.350,00"
7/21/2023,99.1,,,,63.4,438.05,"1.900,73",,120,10,265,"1.350,00"
7/24/2023,99,,,,63.7,442,"1.889,90",,119,10.06,264.1,"1.350,00"
7/25/2023,100,,,,65,444.05,"1.821,94",,122,10.34,264,"1.350,00"
7/26/2023,105.55,,,,66.6,445.2,"1.846,57",,122,10.29,263,"1.367,00"
7/27/2023,109,,,,66.52,444.1,"1.871,19",,120.4,10.21,260,"1.367,00"
7/28/2023,109.65,,,,71,447.95,"1.825,88",,121,10.1,263.05,"1.375,00"
7/31/2023,109.6,,,,78,446,"1.848,54",,120,9.89,258,"1.375,00"
8/1/2023,110.5,,,,81.5,450.5,"1.831,79",,121.9,9.95,260,"1.410,00"
8/2/2023,114.5,,,,80,452,"1.846,57",,121.8,10,260.45,
8/3/2023,112,,,,78,455,"1.821,94",,119.55,10,260,
8/4/2023,109.45,,,,78,460,"1.836,72",,121,10.1,258.1,
8/7/2023,109.45,,,,74.9,461,"1.840,66",,121.3,10.25,256.1,
8/8/2023,109.45,,,,73.5,456.5,"1.792,40",,120,10.3,255.1,
8/9/2023,109.5,,,,73,455.05,"1.797,32",,119.8,10.22,255.05,
8/10/2023,109.5,,,,78,451,"1.851,49",,121.6,10.23,254.1,
